state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021,mar_2021
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,blended estimate,Mcf,216058,105787,145790,162075,168449,189497,136685,265099,301156,189783,191569,168243,129071,117724,91537,72121,71855,57558,58853,99984,67623,71898,121007,171287,130148,112012,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,produced oil,Bbl,670337,507723,590251,441380,505510,528094,544954,688685,672867,643196,586813,624938,562267,502493,553832,432307,455514,427827,430019,476504,434299,424624,384252,384461,373932,264174,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,produced gas,Mcf,1457460,1298569,1399931,1155034,1223488,1316172,1341360,1344468,1407803,1453517,1323301,1424535,1427533,1285936,1430600,1048244,1139372,1162179,1210036,1375918,1230327,1191378,1184881,1226051,1196106,781121,
TX,SM Energy Co (SM),SM Energy Co,SM,blended estimate equivalent co2 released,Metric tons,38977.0480,46097.4312,36226.6908,33599.5240,11174.9804,14940.0144,16416.7648,13121.4764,9224.5936,13309.8240,13072.9784,16503.6228,17479.7204,21558.2104,22578.3672,9915.6216,2739.0136,8627.3832,7114.9032,4951.9472,3422.0956,3623.9788,2061.6856,4003.3044,1987.5960,5797.4016,
TX,SM Energy Co (SM),SM Energy Co,SM,reported equivalent co2 released,Metric tons,44488.2840,45554.3632,35015.2820,30535.3272,11537.6468,17097.8192,17554.7964,12472.0964,4470.4196,9473.3856,15068.7396,16469.2084,18841.5004,26838.9576,32479.0284,14694.4008,1501.6296,3891.1288,2905.4412,3478.2108,1705.2664,1390.9884,2259.4040,2690.6252,1384.2480,3530.9284,
TX,SM Energy Co (SM),SM Energy Co,SM,sat estimated volume,Mcf,610690,851104,683178,669046,197306,233253,278809,251294,255087,312889,202138,301789,294124,297033,231344,93737,72562,243863,206648,117256,93776,106879,34014,97007,47279,147150,
TX,SM Energy Co (SM),SM Energy Co,SM,reported volume,Mcf,811830,831284,638965,557214,210541,312004,320343,227593,81577,172872,274977,300533,343823,489762,592683,268146,27402,71006,53019,63471,31118,25383,41230,49099,25260,64433,
TX,SM Energy Co (SM),SM Energy Co,SM,sat estimate lower,Mcf,485971,677287,543656,532410,157011,185616,221869,199973,202992,248989,160856,240156,234056,236371,184098,74594,57743,194060,164446,93309,74625,85052,27067,77195,37624,117098,
TX,SM Energy Co (SM),SM Energy Co,SM,sat estimate upper,Mcf,735408,1024921,822700,805682,237601,280889,335749,302614,307183,376789,243420,363422,354191,357695,278591,112881,87381,293666,248851,141203,112928,128707,40960,116818,56935,177202,
TX,SM Energy Co (SM),SM Energy Co,SM,blended estimate,Mcf,711260,841194,661071,613130,203923,272628,299576,239443,168332,242880,238558,301161,318973,393398,412014,180942,49982,157434,129834,90364,62447,66131,37622,73053,36270,105792,
TX,SM Energy Co (SM),SM Energy Co,SM,produced oil,Bbl,2166443,2249781,2465151,2406088,2592588,2478989,2509135,2487625,2623068,3113786,2967892,3000356,3123876,2551747,2761284,2682762,2439200,2384144,2461740,2610832,2540879,2569326,2470206,3009447,2698294,1759993,
TX,SM Energy Co (SM),SM Energy Co,SM,produced gas,Mcf,15153991,13202982,14169310,14249759,16140923,16199060,16594402,17420757,17773172,17573799,16115735,16356947,15717892,13913303,14792129,14413923,14441813,13605688,14494101,14617121,14017977,14112392,13012818,13042155,12605318,9208958,
TX,Sabinal Energy Operating LLC (Private),Sabinal Energy Operating LLC,Private,reported equivalent co2 released,Metric tons,724.4560,799.5320,885.4036,903.1588,1188.7764,3069.5672,2603.8768,2042.8892,3341.8684,868.3060,1552.7580,822.4932,611.8968,1384.5220,545.5340,1025.0888,679.7940,1771.7936,2359.3592,2214.6872,978.8924,697.1656,853.3456,725.1684,1080.9848,2413.2276,
TX,Sabinal Energy Operating LLC (Private),Sabinal Energy Operating LLC,Private,blended estimate equivalent co2 released,Metric tons,572.3312,455.2236,676.1224,636.5020,1968.7996,2179.6152,2128.8156,1454.2824,1978.2252,591.9496,1164.1164,560.3848,438.7288,807.4232,284.9052,775.3652,739.2520,2201.1516,1989.5140,2190.5752,558.1928,417.3568,668.8888,413.9592,671.1356,1726.5836,
TX,Sabinal Energy Operating LLC (Private),Sabinal Energy Operating LLC,Private,sat estimated volume,Mcf,7667,2025,8518,6750,50161,23534,30179,15798,11216,5759,14152,5442,4845,4203,443,9592,14576,48002,29556,39534,2509,2510,8840,1875,4769,18977,
TX,Sabinal Energy Operating LLC (Private),Sabinal Energy Operating LLC,Private,reported volume,Mcf,13220,14590,16157,16481,21693,56014,47516,37279,60983,15845,28335,15009,11166,25265,9955,18706,12405,32332,43054,40414,17863,12722,15572,13233,19726,44037,
TX,Sabinal Energy Operating LLC (Private),Sabinal Energy Operating LLC,Private,sat estimate lower,Mcf,5092,1345,5657,4482,33310,15628,20041,10491,7448,3824,9398,3614,3218,2791,295,6370,9679,31877,19627,26253,1666,1667,5871,1245,3167,12602,
TX,Sabinal Energy Operating LLC (Private),Sabinal Energy Operating LLC,Private,sat estimate upper,Mcf,10243,2705,11380,9017,67011,31439,40317,21104,14983,7694,18906,7271,6473,5615,592,12815,19472,64128,39484,52815,3352,3353,11810,2505,6370,25352,
TX,Sabinal Energy Operating LLC (Private),Sabinal Energy Operating LLC,Private,blended estimate,Mcf,10444,8307,12338,11615,35927,39774,38847,26538,36099,10802,21243,10226,8006,14734,5199,14149,13490,40167,36305,39974,10186,7616,12206,7554,12247,31507,
TX,Sabinal Energy Operating LLC (Private),Sabinal Energy Operating LLC,Private,produced oil,Bbl,492764,447911,486680,480252,492191,471225,478275,471134,455203,470326,451156,467860,459282,422955,469317,436110,275527,416365,440288,440108,419185,436362,420516,435142,432341,354903,
TX,Sabinal Energy Operating LLC (Private),Sabinal Energy Operating LLC,Private,produced gas,Mcf,215397,198418,216026,211452,214778,215398,147478,223721,204187,197893,196184,200166,199100,189556,211011,189830,117181,180226,188009,193793,187669,192823,183414,194829,185012,141266,
TX,Sundance Energy Inc (SNDE),Sundance Energy Inc,SNDE,blended estimate equivalent co2 released,Metric tons,4456.0620,2009.7900,1189.9272,4000.2904,1302.9796,1064.7092,3035.3720,7587.4984,16216.4160,4393.7544,1927.3708,5066.0408,8633.7400,3631.9796,785.5032,293.8376,893.2400,5690.4868,1197.4896,1205.9288,1109.9740,4592.9524,1939.2076,3975.7400,2016.4756,2597.8488,
TX,Sundance Energy Inc (SNDE),Sundance Energy Inc,SNDE,reported equivalent co2 released,Metric tons,5162.7080,3201.6900,1444.7472,4947.2892,525.4772,563.7276,3332.8812,6364.3076,13589.2492,5603.8480,3235.8852,5840.9128,10345.2536,3465.7164,1464.6944,478.3492,1296.2392,6365.5132,1877.0644,1489.6832,1261.9892,7261.7124,2526.5540,5892.5344,3552.8484,3928.9956,
TX,Sundance Energy Inc (SNDE),Sundance Energy Inc,SNDE,sat estimated volume,Mcf,68419,14926,17065,55717,37964,28571,49961,160780,343861,58095,11294,78307,126318,69311,1941,1994,8946,91523,9452,16828,17481,35113,24669,37571,8761,23116,
TX,Sundance Energy Inc (SNDE),Sundance Energy Inc,SNDE,reported volume,Mcf,94210,58425,26364,90279,9589,10287,60819,116137,247979,102260,59049,106586,188782,63243,26728,8729,23654,116159,34253,27184,23029,132513,46105,107528,64833,71697,
TX,Sundance Energy Inc (SNDE),Sundance Energy Inc,SNDE,sat estimate lower,Mcf,59793,13044,14913,48693,33178,24968,43662,140509,300509,50771,9870,68434,110393,60573,1696,1743,7819,79985,8260,14706,15277,30686,21559,32834,7656,20201,
TX,Sundance Energy Inc (SNDE),Sundance Energy Inc,SNDE,sat estimate upper,Mcf,77045,16808,19216,62742,42750,32173,56260,181050,387213,65419,12717,88179,142244,78049,2186,2246,10074,103062,10643,18950,19685,39540,27780,42308,9865,26030,
TX,Sundance Energy Inc (SNDE),Sundance Energy Inc,SNDE,blended estimate,Mcf,81315,36675,21714,72998,23777,19429,55390,138458,295920,80178,35171,92446,157550,66277,14334,5362,16300,103841,21852,22006,20255,83813,35387,72550,36797,47406,
TX,Sundance Energy Inc (SNDE),Sundance Energy Inc,SNDE,produced oil,Bbl,283846,273423,278206,299455,322616,243232,357050,378091,453464,343375,365245,356305,284765,265034,250542,199018,198610,240257,222528,203865,175508,206347,186517,208628,200830,145122,
TX,Sundance Energy Inc (SNDE),Sundance Energy Inc,SNDE,produced gas,Mcf,682607,583002,676133,728622,706208,745763,713853,695016,975040,816049,851950,839504,724328,642750,623586,484714,476371,540930,534145,488644,511586,650161,539652,594680,511888,388191,
TX,Tall City Exploration III LLC (Private),Tall City Exploration III LLC,Private,blended estimate equivalent co2 released,Metric tons,3473.7720,3522.8728,5070.8632,5710.3244,6333.1264,3116.8048,4518.5340,1710.5272,1092.7120,,,2269.7064,1974.4440,2809.4864,6264.0236,1128.4416,892.1440,,,147.0832,180.4564,2048.1500,,331.2660,623.7884,,
TX,Tall City Exploration III LLC (Private),Tall City Exploration III LLC,Private,reported equivalent co2 released,Metric tons,5073.2744,5933.6344,6261.9412,5287.1040,6284.1352,4730.8840,3834.0820,1893.6688,1236.3428,,,1752.9972,1785.0004,2525.4580,7525.7388,1116.1664,574.7424,,,205.2808,247.2576,1609.9692,,476.8696,564.9332,,
TX,Tall City Exploration III LLC (Private),Tall City Exploration III LLC,Private,sat estimated volume,Mcf,34202,20294,70800,111927,116462,27422,94945,27871,17319,,,50847,39486,56450,91283,20816,22072,,,1622,2073,45371,,3387,12457,,
TX,Tall City Exploration III LLC (Private),Tall City Exploration III LLC,Private,reported volume,Mcf,92578,108278,114269,96480,114674,86330,69965,34556,22561,,,31989,32573,46085,137331,20368,10488,,,3746,4512,29379,,8702,10309,,
TX,Tall City Exploration III LLC (Private),Tall City Exploration III LLC,Private,sat estimate lower,Mcf,32629,19361,67544,106779,111106,26161,90579,26589,16523,,,48508,37670,53854,87085,19859,21057,,,1547,1978,43284,,3231,11884,,
TX,Tall City Exploration III LLC (Private),Tall City Exploration III LLC,Private,sat estimate upper,Mcf,35775,21228,74056,117074,121818,28683,99312,29153,18116,,,53185,41302,59046,95481,21773,23087,,,1696,2168,47458,,3543,13030,,
TX,Tall City Exploration III LLC (Private),Tall City Exploration III LLC,Private,blended estimate,Mcf,63390,64286,92534,104203,115568,56876,82455,31214,19940,,,41418,36030,51268,114307,20592,16280,,,2684,3293,37375,,6045,11383,,
TX,Tall City Exploration III LLC (Private),Tall City Exploration III LLC,Private,produced oil,Bbl,58693,50647,68046,61046,47117,46382,62244,48426,59302,,,99660,190607,174500,188598,169726,135678,,,136172,134040,147658,,123189,110047,,
TX,Tall City Exploration III LLC (Private),Tall City Exploration III LLC,Private,produced gas,Mcf,287529,244986,350201,382031,312274,347018,412267,259286,346888,,,461621,609765,622023,657653,468229,411760,,,491146,472422,585295,,549057,518622,,
TX,Talos Energy Inc (TALO),Talos Energy Inc,TALO,blended estimate equivalent co2 released,Metric tons,50361.8028,21910.0812,13827.7388,15053.8888,8524.6332,4039.5820,4552.8936,17208.0768,16563.5740,21102.8224,9044.5208,10555.9596,4627.1476,9093.3476,11845.6776,9604.0836,928.3120,1916.4108,5951.6636,6480.1000,3622.2800,3891.2384,3401.1072,2571.8736,2223.4004,2764.1120,
TX,Talos Energy Inc (TALO),Talos Energy Inc,TALO,reported equivalent co2 released,Metric tons,60920.8860,22071.5220,15775.2212,14704.7032,12481.6864,7009.2488,6758.4292,15985.6532,9355.8944,15269.5268,5740.3548,6289.7248,4360.6552,8910.9732,14469.5564,8463.5860,621.4320,1249.1660,4665.5624,5300.5300,3278.5196,4206.7768,3010.0544,1486.9432,2053.7944,3538.5456,
TX,Talos Energy Inc (TALO),Talos Energy Inc,TALO,sat estimated volume,Mcf,726328,396873,216794,281077,83350,19523,42835,336323,433783,491536,225340,270478,89300,169265,168282,196068,22540,47146,132075,139775,72372,65250,69200,66730,43669,36308,
TX,Talos Energy Inc (TALO),Talos Energy Inc,TALO,reported volume,Mcf,1111695,402765,287869,268334,227768,127906,123329,291709,170728,278641,104751,114776,79574,162609,264043,154445,11340,22795,85138,96725,59827,76766,54928,27134,37478,64572,
TX,Talos Energy Inc (TALO),Talos Energy Inc,TALO,sat estimate lower,Mcf,487156,266187,145406,188522,55904,13095,28730,225575,290943,329679,151138,181413,59895,113528,112868,131505,15118,31621,88585,93749,48541,43764,46413,44757,29289,24353,
TX,Talos Energy Inc (TALO),Talos Energy Inc,TALO,sat estimate upper,Mcf,965499,527558,288182,373633,110797,25952,56940,447070,576622,653393,299542,359543,118706,225001,223695,260631,29963,62671,175566,185802,96203,86737,91987,88704,58049,48264,
TX,Talos Energy Inc (TALO),Talos Energy Inc,TALO,blended estimate,Mcf,919011,399819,252331,274706,155559,73715,83082,314016,302255,385088,165046,192627,84437,165937,216162,175257,16940,34971,108607,118250,66100,71008,62064,46932,40573,50440,
TX,Talos Energy Inc (TALO),Talos Energy Inc,TALO,produced oil,Bbl,1864621,1653559,1763565,1791023,1895081,1775875,2504404,2134707,1935704,1960334,1840189,1923678,2078223,1853863,1979309,1767492,1200952,1493634,1913337,1816334,1613536,1428440,1349458,1586906,1473633,796061,
TX,Talos Energy Inc (TALO),Talos Energy Inc,TALO,produced gas,Mcf,2194531,1928468,2041143,2171861,2296619,2280222,2703012,2828752,2845221,2915445,2857074,2987970,3051541,2894193,3091051,2910793,1928346,2444415,3167052,3371798,3287797,3147483,3086810,3234616,3281170,1905890,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,reported equivalent co2 released,Metric tons,215.0352,,317.7304,,,,,,,,,919.4892,2095.3328,1782.8632,553.1512,159.7420,,,537.4236,,116.2308,,,,238.7636,395.5464,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,blended estimate equivalent co2 released,Metric tons,121.3272,50.3064,219.5288,,,,,,,,,866.6620,2135.9944,1644.2192,422.0148,115.7376,,,282.3296,,64.1708,,,,160.0160,652.0104,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,sat estimated volume,Mcf,504,918,2213,,,,,,,,,14852,39719,27475,5309,1309,,,497,,220,,,,1483,16579,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,reported volume,Mcf,3924,,5798,,,,,,,,,16779,38236,32534,10094,2915,,,9807,,2121,,,,4357,7218,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,sat estimate lower,Mcf,441,802,1935,,,,,,,,,12984,34726,24021,4642,1144,,,435,,193,,,,1297,14494,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,sat estimate upper,Mcf,568,1033,2492,,,,,,,,,16719,44713,30929,5976,1473,,,560,,248,,,,1670,18663,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,blended estimate,Mcf,2214,918,4006,,,,,,,,,15815,38978,30004,7701,2112,,,5152,,1171,,,,2920,11898,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,produced oil,Bbl,11647,5278,4623,,,,,,,,,13125,24921,24264,8825,2261,,,4447,,4231,,,,2879,11475,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,produced gas,Mcf,16226,6826,8420,,,,,,,,,24269,46548,35419,16208,4336,,,12514,,7358,,,,6539,16105,
TX,Texas American Resources Co (Private),Texas American Resources Co,Private,blended estimate equivalent co2 released,Metric tons,838.3852,528.4912,381.2436,709.5504,467.5536,1161.2120,3367.1860,2295.1336,894.0620,944.7520,547.6712,644.5028,660.9976,506.5712,528.6008,650.6952,492.4876,354.2272,384.8604,488.3228,503.6668,1550.0180,745.4992,592.7168,345.2948,374.9416,
TX,Texas American Resources Co (Private),Texas American Resources Co,Private,reported equivalent co2 released,Metric tons,822.8220,946.5604,737.5532,866.1140,843.0980,1529.6872,3302.3576,2639.6064,909.4060,1056.6536,949.5744,936.4224,952.0404,827.5348,826.2744,1153.3756,811.9716,661.2716,500.3788,662.9156,961.7400,2482.8236,1466.7220,941.2996,570.5776,549.8632,
TX,Texas American Resources Co (Private),Texas American Resources Co,Private,sat estimated volume,Mcf,15582,2016,455,10092,1679,14466,62628,35595,16035,15197,2660,6434,6750,3386,4214,2700,3156,860,4914,5724,832,11263,443,4455,2190,3651,
TX,Texas American Resources Co (Private),Texas American Resources Co,Private,reported volume,Mcf,15015,17273,13459,15805,15385,27914,60262,48168,16595,19282,17328,17088,17373,15101,15078,21047,14817,12067,9131,12097,17550,45307,26765,17177,10412,10034,
TX,Texas American Resources Co (Private),Texas American Resources Co,Private,sat estimate lower,Mcf,11461,1483,334,7423,1235,10640,46064,26181,11794,11178,1956,4732,4965,2491,3099,1986,2321,633,3615,4210,612,8284,326,3277,1610,2685,
TX,Texas American Resources Co (Private),Texas American Resources Co,Private,sat estimate upper,Mcf,19703,2549,575,12761,2123,18292,79192,45009,20276,19217,3363,8136,8536,4282,5328,3414,3991,1088,6214,7238,1052,14241,560,5634,2769,4617,
TX,Texas American Resources Co (Private),Texas American Resources Co,Private,blended estimate,Mcf,15299,9644,6957,12948,8532,21190,61445,41882,16315,17240,9994,11761,12062,9244,9646,11874,8987,6464,7023,8911,9191,28285,13604,10816,6301,6842,
TX,Texas American Resources Co (Private),Texas American Resources Co,Private,produced oil,Bbl,122731,122879,126066,131305,147768,129304,128742,128522,127120,124716,114339,112118,109738,105604,107388,97540,61576,82413,83337,95542,98070,95193,90251,88877,79447,63143,
TX,Texas American Resources Co (Private),Texas American Resources Co,Private,produced gas,Mcf,117091,134588,154776,140759,183453,182369,201101,193723,186745,203126,204599,198050,185232,186650,183989,218887,164529,135382,193473,201434,208845,228453,220593,218775,197635,139204,
TX,Tracker Resource Development III (Private),Tracker Resource Development III,Private,blended estimate equivalent co2 released,Metric tons,55.4028,,73.7060,,,1221.7660,807.6424,3526.5992,2437.9424,628.8300,,117.2172,3688.9168,2426.6536,265.4512,,117.1076,436.1532,240.8460,1096.7124,332.1428,,,,,,
TX,Tracker Resource Development III (Private),Tracker Resource Development III,Private,reported equivalent co2 released,Metric tons,56.9920,,124.7796,,,1494.9988,828.9596,3971.5204,2500.3596,733.9364,,151.1384,3222.5688,2428.5168,504.1600,,94.2012,361.0224,41.7576,1266.3184,647.0236,,,,,,
TX,Tracker Resource Development III (Private),Tracker Resource Development III,Private,sat estimated volume,Mcf,981,,413,,,17309,14348,56234,43349,9558,,1520,75826,44247,488,,2555,9330,8029,16918,315,,,,,,
TX,Tracker Resource Development III (Private),Tracker Resource Development III,Private,reported volume,Mcf,1040,,2277,,,27281,15127,72473,45627,13393,,2758,58806,44316,9200,,1719,6588,762,23108,11807,,,,,,
TX,Tracker Resource Development III (Private),Tracker Resource Development III,Private,sat estimate lower,Mcf,946,,398,,,16687,13832,54212,41790,9214,,1465,73100,42656,471,,2463,8994,7740,16310,304,,,,,,
TX,Tracker Resource Development III (Private),Tracker Resource Development III,Private,sat estimate upper,Mcf,1017,,428,,,17931,14864,58257,44908,9901,,1574,78553,45839,506,,2647,9665,8317,17527,326,,,,,,
TX,Tracker Resource Development III (Private),Tracker Resource Development III,Private,blended estimate,Mcf,1011,,1345,,,22295,14738,64354,44488,11475,,2139,67316,44282,4844,,2137,7959,4395,20013,6061,,,,,,
TX,Tracker Resource Development III (Private),Tracker Resource Development III,Private,produced oil,Bbl,100535,,81555,,,109486,192454,150166,137915,126506,,296645,186219,205703,188590,,20476,172199,113439,97228,84292,,,,,,
